Date,Open (Spot Price USD),High (Spot Price USD),Low (Spot Price USD),Close (Spot Price USD)
13-07-2020 00:00,1834.023,1835.423,1821.853,1824.438
14-07-2020 00:00,1819.807,1833.054,1818.084,1832.946
15-07-2020 00:00,1826.807,1835.531,1824.33,1834.562
16-07-2020 00:00,1828.746,1830.9,1816.36,1817.222
17-07-2020 00:00,1830.254,1833.808,1826.7,1832.192
20-07-2020 00:00,1839.085,1842.424,1833.808,1841.024
21-07-2020 00:00,1858.148,1865.903,1855.779,1863.21
22-07-2020 00:00,1874.519,1893.043,1871.395,1891.535
23-07-2020 00:00,1897.351,1921.476,1891.75,1908.229
24-07-2020 00:00,1929.338,1929.553,1919.214,1924.599
27-07-2020 00:00,1958.525,1969.079,1955.078,1962.617
28-07-2020 00:00,1960.355,1984.48,1953.893,1978.988
29-07-2020 00:00,1981.788,2004.728,1964.34,1993.85
30-07-2020 00:00,1975.649,1985.234,1961.54,1979.095
31-07-2020 00:00,1987.173,2000.528,1983.511,1997.081
03-08-2020 00:00,1992.989,2001.281,1983.834,1999.343
04-08-2020 00:00,1999.02,2041.992,1994.712,2041.884
05-08-2020 00:00,2064.07,2080.01,2052.977,2060.84
06-08-2020 00:00,2086.58,2094.226,2073.44,2088.195
07-08-2020 00:00,2075.487,2078.179,2039.084,2055.024
10-08-2020 00:00,2059.224,2074.41,2042.638,2047.915
11-08-2020 00:00,1977.049,1981.465,1932.461,1937.954
12-08-2020 00:00,1966.71,1971.987,1928.261,1928.907
13-08-2020 00:00,1955.401,1989.219,1953.247,1974.464
14-08-2020 00:00,1975.649,1978.664,1954.647,1965.956
17-08-2020 00:00,1989.111,2014.098,1988.788,2008.605
18-08-2020 00:00,2037.469,2039.838,1999.235,2026.699
19-08-2020 00:00,2016.252,2018.944,1957.017,1962.725
20-08-2020 00:00,1951.416,1978.557,1948.616,1976.295
21-08-2020 00:00,1961.648,1968.864,1943.662,1960.463
24-08-2020 00:00,1969.941,1970.156,1946.031,1949.37
25-08-2020 00:00,1950.016,1952.063,1935.692,1951.739
26-08-2020 00:00,1941.4,1977.157,1940.754,1974.787
27-08-2020 00:00,1992.45,1994.281,1931.815,1951.955
28-08-2020 00:00,1981.465,1996.758,1975.218,1985.88
31-08-2020 00:00,1990.188,1998.158,1984.696,1990.619
01-09-2020 00:00,2013.882,2013.882,1985.234,1992.989
02-09-2020 00:00,1978.988,1980.172,1954.755,1966.817
03-09-2020 00:00,1963.371,1968.971,1943.877,1950.878
04-09-2020 00:00,1948.831,1961.217,1939.139,1956.263
08-09-2020 00:00,1933.215,1963.048,1928.045,1952.493
09-09-2020 00:00,1965.525,1973.279,1962.186,1971.449
10-09-2020 00:00,1984.157,1989.004,1963.156,1965.094
11-09-2020 00:00,1972.418,1976.834,1960.248,1964.986
14-09-2020 00:00,1977.049,1984.911,1975.11,1980.495
15-09-2020 00:00,1986.634,1988.896,1970.048,1975.756
16-09-2020 00:00,1992.235,1992.558,1974.464,1981.357
17-09-2020 00:00,1959.278,1971.879,1954.54,1970.479
18-09-2020 00:00,1971.664,1982.649,1967.033,1973.064
21-09-2020 00:00,1936.877,1941.723,1903.598,1933.43
22-09-2020 00:00,1934.615,1938.815,1918.245,1924.06
23-09-2020 00:00,1906.075,1909.09,1875.057,1882.488
24-09-2020 00:00,1877.857,1898.105,1871.503,1889.489
25-09-2020 00:00,1878.396,1887.981,1872.795,1884.104
28-09-2020 00:00,1893.689,1904.244,1885.719,1903.059
29-09-2020 00:00,1908.336,1920.614,1905.751,1919.106
30-09-2020 00:00,1913.937,1923.63,1902.628,1907.582
01-10-2020 00:00,1924.707,1933.215,1917.491,1924.599
02-10-2020 00:00,1924.491,1930.953,1918.783,1922.876
05-10-2020 00:00,1928.045,1940.108,1926.753,1932.246
06-10-2020 00:00,1940.323,1942.585,1906.829,1909.521
07-10-2020 00:00,1907.259,1910.813,1900.151,1908.659
08-10-2020 00:00,1918.999,1921.906,1902.736,1915.445
09-10-2020 00:00,1940,1951.201,1937.846,1950.232
12-10-2020 00:00,1944.739,1947.539,1940.646,1944.631
13-10-2020 00:00,1923.091,1923.522,1907.367,1914.044
14-10-2020 00:00,1928.799,1934.184,1919.968,1919.968
15-10-2020 00:00,1913.937,1929.445,1912.644,1926.968
16-10-2020 00:00,1930.199,1931.276,1918.46,1920.291
19-10-2020 00:00,1932.246,1933,1921.045,1921.26
20-10-2020 00:00,1922.876,1935.046,1917.922,1930.523
21-10-2020 00:00,1943.662,1952.709,1941.077,1945.062
22-10-2020 00:00,1926.538,1928.153,1914.044,1925.999
23-10-2020 00:00,1928.799,1929.984,1914.475,1923.953
26-10-2020 00:00,1925.138,1929.338,1919.429,1922.984
27-10-2020 00:00,1924.707,1932.461,1922.553,1928.045
28-10-2020 00:00,1900.366,1904.675,1889.489,1896.92
29-10-2020 00:00,1884.965,1897.028,1882.919,1889.058
30-10-2020 00:00,1908.229,1910.167,1894.981,1897.674
02-11-2020 00:00,1911.136,1916.306,1907.69,1916.091
03-11-2020 00:00,1927.291,1932.03,1920.291,1926.968
04-11-2020 00:00,1927.076,1929.876,1913.398,1925.891
05-11-2020 00:00,1949.37,1974.033,1949.047,1970.156
06-11-2020 00:00,1975.218,1976.618,1962.186,1972.956
09-11-2020 00:00,1900.043,1900.366,1870.103,1885.612
10-11-2020 00:00,1903.598,1905.321,1891.858,1891.858
11-11-2020 00:00,1881.519,1887.766,1878.719,1883.673
12-11-2020 00:00,1895.951,1903.813,1893.797,1895.089
13-11-2020 00:00,1913.29,1914.906,1904.567,1908.013
16-11-2020 00:00,1908.767,1916.091,1904.89,1907.905
17-11-2020 00:00,1908.983,1911.029,1896.489,1900.905
18-11-2020 00:00,1898.32,1904.782,1888.52,1890.027
19-11-2020 00:00,1877.211,1887.119,1875.811,1886.473
20-11-2020 00:00,1896.812,1899.613,1890.997,1892.181
23-11-2020 00:00,1885.827,1887.335,1850.071,1854.917
24-11-2020 00:00,1823.361,1827.561,1818.622,1826.484
25-11-2020 00:00,1830.685,1836.5,1822.715,1825.623
27-11-2020 00:00,1797.513,1807.529,1796.221,1807.098
30-11-2020 00:00,1795.144,1803.221,1788.143,1795.036
01-12-2020 00:00,1828.315,1836.07,1823.361,1832.839
02-12-2020 00:00,1837.039,1849.855,1832.515,1846.624
03-12-2020 00:00,1859.333,1861.595,1842.532,1861.164
04-12-2020 00:00,1860.841,1866.656,1848.024,1855.886
07-12-2020 00:00,1858.471,1887.873,1857.933,1883.565
08-12-2020 00:00,1890.243,1894.766,1881.734,1890.135
09-12-2020 00:00,1873.118,1874.411,1844.255,1857.825
10-12-2020 00:00,1862.133,1869.457,1849.209,1854.271
11-12-2020 00:00,1855.133,1866.656,1853.625,1857.717
14-12-2020 00:00,1851.471,1858.04,1840.701,1847.486
15-12-2020 00:00,1867.841,1873.765,1863.856,1873.334
16-12-2020 00:00,1875.38,1884.965,1863.425,1883.673
17-12-2020 00:00,1907.905,1915.66,1901.767,1903.49
18-12-2020 00:00,1902.52,1906.075,1896.597,1900.259
21-12-2020 00:00,1898.643,1905.644,1892.935,1894.228
22-12-2020 00:00,1897.674,1899.182,1877.642,1879.257
23-12-2020 00:00,1885.827,1897.782,1885.396,1891.75
24-12-2020 00:00,1890.674,1899.505,1890.243,1899.29
28-12-2020 00:00,1909.09,1916.091,1891.535,1892.397
29-12-2020 00:00,1898.213,1905.967,1890.889,1899.29
30-12-2020 00:00,1900.259,1914.044,1900.259,1913.829
31-12-2020 00:00,1917.814,1921.368,1909.736,1920.937
04-01-2021 00:00,1959.817,1964.448,1948.939,1963.694
05-01-2021 00:00,1969.51,1973.172,1958.201,1969.51
06-01-2021 00:00,1954.647,1955.617,1919.645,1937.523
07-01-2021 00:00,1935.261,1937.738,1926.107,1933
08-01-2021 00:00,1904.459,1906.182,1846.84,1866.872
11-01-2021 00:00,1853.948,1870.534,1852.763,1863.21
12-01-2021 00:00,1864.61,1875.919,1855.886,1875.272
13-01-2021 00:00,1870.534,1878.934,1863.749,1867.195
14-01-2021 00:00,1867.949,1876.349,1859.548,1866.226
15-01-2021 00:00,1861.487,1863.964,1841.455,1843.07
19-01-2021 00:00,1860.087,1861.595,1851.578,1858.687
20-01-2021 00:00,1877.965,1889.812,1872.041,1888.95
21-01-2021 00:00,1885.935,1890.243,1879.473,1887.766
22-01-2021 00:00,1862.025,1877.103,1856.21,1872.903
25-01-2021 00:00,1882.811,1884.319,1865.256,1874.519
26-01-2021 00:00,1873.765,1876.78,1867.733,1869.887
27-01-2021 00:00,1862.456,1868.81,1848.778,1858.04
28-01-2021 00:00,1876.996,1881.842,1852.871,1859.764
29-01-2021 00:00,1883.35,1886.473,1859.01,1859.01
01-02-2021 00:00,1884.965,1887.55,1874.626,1876.457
02-02-2021 00:00,1857.717,1858.148,1847.163,1853.625
03-02-2021 00:00,1856.317,1858.794,1847.055,1850.825
04-02-2021 00:00,1812.483,1813.668,1802.252,1810.975
05-02-2021 00:00,1820.022,1832.839,1816.576,1828.854
08-02-2021 00:00,1852.225,1856.748,1846.947,1847.27
09-02-2021 00:00,1858.579,1863.533,1849.748,1853.302
10-02-2021 00:00,1864.825,1865.579,1852.548,1860.087
11-02-2021 00:00,1859.979,1861.81,1838.547,1843.932
12-02-2021 00:00,1834.023,1848.67,1829.608,1838.331
16-02-2021 00:00,1810.868,1831.654,1806.452,1811.945
17-02-2021 00:00,1797.728,1802.252,1786.205,1791.374
18-02-2021 00:00,1798.375,1801.821,1784.912,1791.266
19-02-2021 00:00,1796.005,1808.714,1794.282,1798.698
22-02-2021 00:00,1815.176,1829.715,1812.591,1825.623
23-02-2021 00:00,1825.3,1828.1,1812.376,1821.422
24-02-2021 00:00,1805.59,1821.638,1800.205,1820.13
25-02-2021 00:00,1797.728,1805.698,1781.896,1785.881
26-02-2021 00:00,1777.05,1778.127,1733.431,1742.694
01-03-2021 00:00,1755.833,1759.28,1735.693,1739.678
02-03-2021 00:00,1743.986,1754.756,1736.339,1749.156
03-03-2021 00:00,1729.77,1741.401,1717.707,1729.877
04-03-2021 00:00,1729.662,1738.924,1706.291,1712.861
05-03-2021 00:00,1719.538,1721.261,1707.584,1713.938
08-03-2021 00:00,1707.907,1709.63,1692.29,1696.167
09-03-2021 00:00,1731.278,1736.663,1727.723,1732.247
10-03-2021 00:00,1734.616,1742.371,1730.308,1741.078
11-03-2021 00:00,1739.032,1744.525,1735.262,1739.57
12-03-2021 00:00,1718.246,1741.401,1716.2,1739.247
15-03-2021 00:00,1748.079,1750.664,1738.601,1746.894
16-03-2021 00:00,1748.617,1757.664,1742.694,1748.51
17-03-2021 00:00,1747.648,1767.895,1739.14,1761.003
18-03-2021 00:00,1735.585,1753.571,1735.155,1750.771
19-03-2021 00:00,1750.771,1760.141,1749.371,1758.095
22-03-2021 00:00,1747.648,1756.91,1746.463,1755.51
23-03-2021 00:00,1749.586,1750.017,1740.324,1742.694
24-03-2021 00:00,1747.002,1754.325,1744.094,1748.725
25-03-2021 00:00,1756.156,1761.757,1737.416,1742.371
26-03-2021 00:00,1741.617,1752.602,1740.97,1747.325
29-03-2021 00:00,1738.924,1739.57,1721.369,1726.539
30-03-2021 00:00,1701.014,1703.814,1696.814,1697.029
31-03-2021 00:00,1702.306,1730.524,1702.199,1722.769
01-04-2021 00:00,1740.001,1745.925,1736.986,1744.525
05-04-2021 00:00,1739.57,1749.048,1737.847,1743.878
06-04-2021 00:00,1753.248,1761.218,1752.818,1757.879
07-04-2021 00:00,1753.571,1758.849,1750.125,1752.925
08-04-2021 00:00,1768.111,1774.573,1767.788,1771.773
09-04-2021 00:00,1752.818,1762.618,1749.91,1758.418
12-04-2021 00:00,1752.602,1753.356,1742.694,1747.756
13-04-2021 00:00,1757.449,1764.665,1755.833,1760.141
14-04-2021 00:00,1753.033,1756.049,1747.971,1752.494
15-04-2021 00:00,1767.034,1785.558,1766.603,1780.82
16-04-2021 00:00,1790.405,1796.544,1787.174,1791.59
19-04-2021 00:00,1786.851,1792.559,1784.804,1786.635
20-04-2021 00:00,1784.05,1796.544,1783.727,1792.99
21-04-2021 00:00,1800.529,1813.56,1800.205,1810.76
22-04-2021 00:00,1799.775,1804.298,1793.097,1799.021
23-04-2021 00:00,1802.575,1804.298,1785.451,1792.128
26-04-2021 00:00,1794.605,1797.19,1788.359,1796.867
27-04-2021 00:00,1797.728,1800.205,1790.836,1792.343
28-04-2021 00:00,1785.128,1798.159,1782.327,1797.621
29-04-2021 00:00,1783.297,1790.62,1771.342,1790.189
30-04-2021 00:00,1786.312,1787.82,1779.635,1784.158
03-05-2021 00:00,1805.16,1813.991,1803.006,1807.314
04-05-2021 00:00,1806.021,1815.284,1782.435,1794.067
05-05-2021 00:00,1794.605,1801.929,1794.39,1801.498
06-05-2021 00:00,1808.821,1834.023,1808.498,1831.546
07-05-2021 00:00,1847.378,1858.364,1841.67,1848.024
10-05-2021 00:00,1860.41,1861.487,1850.071,1853.625
11-05-2021 00:00,1836.931,1854.271,1833.808,1853.948
12-05-2021 00:00,1846.301,1850.717,1834.67,1835.531
13-05-2021 00:00,1834.67,1844.578,1833.377,1843.07
14-05-2021 00:00,1852.979,1859.979,1850.501,1859.871
17-05-2021 00:00,1866.441,1884.75,1866.226,1881.519
18-05-2021 00:00,1886.689,1887.012,1878.934,1885.181
19-05-2021 00:00,1886.258,1906.29,1877.75,1886.473
20-05-2021 00:00,1888.196,1900.474,1885.935,1895.089
21-05-2021 00:00,1901.767,1904.782,1886.365,1895.951
24-05-2021 00:00,1897.135,1901.874,1894.12,1899.29
25-05-2021 00:00,1897.135,1916.521,1895.951,1916.521
26-05-2021 00:00,1921.045,1923.63,1906.721,1913.183
27-05-2021 00:00,1910.49,1915.121,1904.244,1913.937
28-05-2021 00:00,1911.244,1921.691,1908.875,1921.153
01-06-2021 00:00,1925.245,1926.215,1908.336,1915.983
02-06-2021 00:00,1920.722,1925.461,1916.737,1925.353
03-06-2021 00:00,1893.689,1893.689,1881.088,1887.658
04-06-2021 00:00,1902.52,1912.429,1902.09,1908.013
07-06-2021 00:00,1905.859,1915.983,1902.305,1915.66
08-06-2021 00:00,1908.767,1912.106,1899.505,1909.736
09-06-2021 00:00,1910.383,1914.906,1903.921,1906.075
10-06-2021 00:00,1903.059,1915.445,1900.69,1914.26
11-06-2021 00:00,1899.074,1901.659,1889.92,1892.72
14-06-2021 00:00,1864.933,1885.396,1862.671,1881.627
15-06-2021 00:00,1882.381,1883.888,1866.872,1874.519
16-06-2021 00:00,1873.011,1879.042,1841.993,1842.855
17-06-2021 00:00,1798.805,1805.267,1781.789,1786.205
18-06-2021 00:00,1789.328,1795.574,1775.65,1776.296
21-06-2021 00:00,1793.42,1800.959,1787.82,1798.051
22-06-2021 00:00,1791.59,1797.728,1787.928,1790.513
23-06-2021 00:00,1798.267,1809.683,1787.497,1789.328
24-06-2021 00:00,1798.59,1801.067,1787.928,1788.251
25-06-2021 00:00,1803.436,1804.298,1790.943,1794.174
28-06-2021 00:00,1795.144,1797.621,1791.697,1794.067
29-06-2021 00:00,1769.942,1780.066,1766.388,1775.219
30-06-2021 00:00,1772.419,1788.897,1769.403,1783.835
01-07-2021 00:00,1794.82,1797.298,1782.435,1789.974
02-07-2021 00:00,1802.36,1806.344,1792.128,1801.713
06-07-2021 00:00,1823.038,1827.13,1804.406,1810.652
07-07-2021 00:00,1817.114,1822.607,1811.406,1817.545
08-07-2021 00:00,1828.961,1829.392,1808.391,1816.36
09-07-2021 00:00,1818.407,1826.807,1816.468,1822.392
12-07-2021 00:00,1816.899,1821.853,1805.483,1820.13
13-07-2021 00:00,1825.623,1829.823,1819.376,1822.499
14-07-2021 00:00,1840.701,1842.101,1833.916,1842.101
15-07-2021 00:00,1840.485,1844.901,1834.562,1842.424
16-07-2021 00:00,1837.9,1841.131,1823.146,1824.546
19-07-2021 00:00,1825.623,1829.931,1818.945,1826.7
20-07-2021 00:00,1836.393,1839.516,1819.268,1824.33
21-07-2021 00:00,1812.914,1820.13,1810.868,1817.545
22-07-2021 00:00,1814.637,1822.176,1810.006,1821.099
23-07-2021 00:00,1814.745,1818.838,1808.821,1815.391
26-07-2021 00:00,1815.607,1818.622,1810.222,1811.083
27-07-2021 00:00,1817.222,1819.161,1808.606,1814.099
28-07-2021 00:00,1812.16,1824.223,1806.344,1823.253
29-07-2021 00:00,1838.439,1847.27,1838.116,1843.501
30-07-2021 00:00,1838.654,1841.562,1824.223,1828.961
02-08-2021 00:00,1823.361,1833.593,1821.207,1826.7
03-08-2021 00:00,1824.653,1829.069,1822.392,1825.407
04-08-2021 00:00,1844.686,1845.978,1820.022,1825.838
05-08-2021 00:00,1824.115,1824.869,1811.514,1818.622
06-08-2021 00:00,1786.097,1787.066,1772.204,1773.173
09-08-2021 00:00,1755.618,1758.633,1736.77,1741.724
10-08-2021 00:00,1738.17,1745.925,1730.524,1742.263
11-08-2021 00:00,1757.125,1768.111,1752.064,1766.28
12-08-2021 00:00,1762.51,1767.357,1754.756,1766.711
13-08-2021 00:00,1777.265,1792.774,1775.865,1792.02
16-08-2021 00:00,1795.682,1802.79,1794.174,1800.959
17-08-2021 00:00,1801.713,1806.452,1793.851,1798.267
18-08-2021 00:00,1801.175,1804.083,1790.62,1799.667
19-08-2021 00:00,1801.175,1801.713,1789.543,1794.39
20-08-2021 00:00,1796.436,1800.098,1791.697,1795.359
23-08-2021 00:00,1818.191,1819.161,1808.929,1817.222
24-08-2021 00:00,1820.561,1823.038,1814.96,1816.36
25-08-2021 00:00,1808.068,1808.498,1795.79,1803.76
26-08-2021 00:00,1800.852,1811.622,1796.759,1805.806
27-08-2021 00:00,1804.837,1832.946,1797.19,1832.946
30-08-2021 00:00,1827.238,1829.177,1821.099,1823.9
31-08-2021 00:00,1822.607,1830.038,1817.438,1827.561
01-09-2021 00:00,1830.254,1830.9,1821.853,1827.669
02-09-2021 00:00,1825.515,1826.915,1818.191,1822.823
03-09-2021 00:00,1837.254,1847.594,1832.515,1842.316
07-09-2021 00:00,1826.161,1828.531,1805.375,1806.237
08-09-2021 00:00,1809.575,1810.222,1795.359,1801.713
09-09-2021 00:00,1811.191,1812.376,1796.759,1809.683
10-09-2021 00:00,1807.314,1810.222,1800.205,1800.529
13-09-2021 00:00,1803.436,1811.729,1802.898,1806.56
14-09-2021 00:00,1811.729,1821.853,1803.76,1818.191
15-09-2021 00:00,1810.76,1813.237,1803.436,1807.529
16-09-2021 00:00,1770.373,1771.019,1757.987,1766.603
17-09-2021 00:00,1764.772,1769.726,1759.818,1763.803
20-09-2021 00:00,1769.403,1780.066,1767.034,1776.404
21-09-2021 00:00,1785.774,1794.605,1782.327,1788.251
22-09-2021 00:00,1786.635,1800.205,1777.373,1781.573
23-09-2021 00:00,1767.357,1768.434,1758.418,1761.003
24-09-2021 00:00,1755.51,1766.28,1752.71,1758.741
27-09-2021 00:00,1764.665,1770.157,1761.003,1762.403
28-09-2021 00:00,1752.602,1753.571,1741.832,1745.279
29-09-2021 00:00,1748.51,1752.71,1733.647,1737.416
30-09-2021 00:00,1751.848,1776.511,1748.402,1768.649
01-10-2021 00:00,1769.188,1776.619,1765.095,1772.634
04-10-2021 00:00,1762.941,1782.866,1760.572,1780.927
05-10-2021 00:00,1765.634,1775.435,1760.787,1772.634
06-10-2021 00:00,1768.757,1777.696,1767.895,1777.373
07-10-2021 00:00,1766.495,1775.435,1765.849,1768.003
08-10-2021 00:00,1791.266,1792.343,1767.788,1768.757
11-10-2021 00:00,1766.711,1772.527,1765.311,1765.418
